[08:07:37] MySQL Database Connected
[10:35:35] 13349 InteractiveElements catched
[10:35:35] 1485 HouseInformations catched
[10:35:35] 556 InteractiveDoors catched
[10:35:35] 3614 MapPositions uncatched
[10:35:35] 14681 MapPositions catched
[10:35:35] 42 MapZaaps catched
[10:35:35] 79 MapSubways catched
[10:35:36] 15228 SpellLevels catched 
[10:35:36] 4772 Spells catched 
[10:35:36] 316 GuildEmblems catched 
[10:35:36] 1179 LearnableSpells catched 
[10:35:36] 9780 ItemTemplates catched 
[10:35:36] 4489 Weapons catched 
[10:35:36] 363 ItemSets catched 
[10:35:36] 171 ItemTypes catched 
[10:35:36] 110 ItemPets catched 
[10:35:37] 2476 NpcTemplates catched 
[10:35:37] 787 NpcSpawns catched 
[10:35:37] 94 NpcItems catched 
[10:35:37] 19801 NpcMessages catched 
[10:35:37] 7 NpcReplies catched 
[10:35:37] 353 Triggers catched
[10:35:37] 1277 Paddocks catched
[10:35:37] 72 Mounts catched
[10:35:37] 4 Guild catched
[10:35:37] 3 GuildMembers catched
[10:35:38] 120 Handlers Readed
[10:35:38] 164 Messages Readed
[10:35:38] WorldServer start in 12308 ms.
[10:39:39] MySQL Database Connected
[10:39:39] 16 Breeds catched
[10:39:39] 256 Heads catched
[10:39:39] 561 Effects catched
[10:39:39] 4 SuperAreas catched
[10:39:39] 48 Areas catched
[10:39:40] 334 SubAreas catched
[10:39:48] 11260 DofusMaps catched
[10:39:48] 9761 StatedElements catched
[10:39:48] 13349 InteractiveElements catched
[10:39:48] 1485 HouseInformations catched
[10:39:48] 556 InteractiveDoors catched
[10:39:48] 3614 MapPositions uncatched
[10:39:48] 14681 MapPositions catched
[10:39:48] 42 MapZaaps catched
[10:39:48] 79 MapSubways catched
[10:39:48] 15228 SpellLevels catched 
[10:39:49] 4772 Spells catched 
[10:39:49] 316 GuildEmblems catched 
[10:39:49] 1179 LearnableSpells catched 
[10:39:49] 9780 ItemTemplates catched 
[10:39:49] 4489 Weapons catched 
[10:39:49] 363 ItemSets catched 
[10:39:49] 171 ItemTypes catched 
[10:39:49] 110 ItemPets catched 
[10:39:50] 2476 NpcTemplates catched 
[10:39:50] 787 NpcSpawns catched 
[10:39:50] 94 NpcItems catched 
[10:39:50] 19801 NpcMessages catched 
[10:39:50] 7 NpcReplies catched 
[10:39:50] 353 Triggers catched
[10:39:50] 1277 Paddocks catched
[10:39:50] 72 Mounts catched
[10:39:50] 4 Guild catched
[10:39:50] 3 GuildMembers catched
[10:39:51] 120 Handlers Readed
[10:39:51] 164 Messages Readed
[10:39:51] WorldServer start in 13002 ms.
[10:42:13] MySQL Database Connected
[10:42:13] 16 Breeds catched
[10:42:13] 256 Heads catched
[10:42:13] 561 Effects catched
[10:42:14] 4 SuperAreas catched
[10:42:14] 48 Areas catched
[10:42:15] 334 SubAreas catched
[10:42:22] 11260 DofusMaps catched
[10:42:22] 9761 StatedElements catched
[10:42:23] 13349 InteractiveElements catched
[10:42:23] 1485 HouseInformations catched
[10:42:23] 556 InteractiveDoors catched
[10:42:23] 3614 MapPositions uncatched
[10:42:23] 14681 MapPositions catched
[10:42:23] 42 MapZaaps catched
[10:42:23] 79 MapSubways catched
[10:42:23] 15228 SpellLevels catched 
[10:42:23] 4772 Spells catched 
[10:42:23] 316 GuildEmblems catched 
[10:42:23] 1179 LearnableSpells catched 
[10:42:24] 9780 ItemTemplates catched 
[10:42:24] 4489 Weapons catched 
[10:42:24] 363 ItemSets catched 
[10:42:24] 171 ItemTypes catched 
[10:42:24] 110 ItemPets catched 
[10:42:24] 2476 NpcTemplates catched 
[10:42:24] 787 NpcSpawns catched 
[10:42:24] 94 NpcItems catched 
[10:42:24] 19801 NpcMessages catched 
[10:42:24] 7 NpcReplies catched 
[10:42:25] 353 Triggers catched
[10:42:25] 1277 Paddocks catched
[10:42:25] 72 Mounts catched
[10:42:25] 4 Guild catched
[10:42:25] 3 GuildMembers catched
[10:42:25] 120 Handlers Readed
[10:42:26] 164 Messages Readed
[10:42:26] WorldServer start in 12980 ms.
[10:43:38] MySQL Database Connected
[10:43:38] 16 Breeds catched
[10:43:38] 256 Heads catched
[10:43:38] 561 Effects catched
[10:43:38] 4 SuperAreas catched
[10:43:38] 48 Areas catched
[10:43:39] 334 SubAreas catched
[10:43:46] 11260 DofusMaps catched
[10:43:46] 9761 StatedElements catched
[10:43:47] 13349 InteractiveElements catched
[10:43:47] 1485 HouseInformations catched
[10:43:47] 556 InteractiveDoors catched
[10:43:47] 3614 MapPositions uncatched
[10:43:47] 14681 MapPositions catched
[10:43:47] 42 MapZaaps catched
[10:43:47] 79 MapSubways catched
[10:43:47] 15228 SpellLevels catched 
[10:43:47] 4772 Spells catched 
[10:43:47] 316 GuildEmblems catched 
[10:43:47] 1179 LearnableSpells catched 
[10:43:47] 9780 ItemTemplates catched 
[10:43:47] 4489 Weapons catched 
[10:43:47] 363 ItemSets catched 
[10:43:47] 171 ItemTypes catched 
[10:43:47] 110 ItemPets catched 
[10:43:48] 2476 NpcTemplates catched 
[10:43:48] 787 NpcSpawns catched 
[10:43:48] 94 NpcItems catched 
[10:43:48] 19801 NpcMessages catched 
[10:43:48] 7 NpcReplies catched 
[10:43:48] 353 Triggers catched
[10:43:48] 1277 Paddocks catched
[10:43:48] 72 Mounts catched
[10:43:48] 4 Guild catched
[10:43:48] 3 GuildMembers catched
[10:43:49] 120 Handlers Readed
[10:43:49] 164 Messages Readed
[10:43:49] WorldServer start in 12017 ms.
[11:07:38] MySQL Database Connected
[11:07:38] 16 Breeds catched
[11:07:38] 256 Heads catched
[11:07:38] 561 Effects catched
[11:07:38] 4 SuperAreas catched
[11:07:38] 48 Areas catched
[11:07:39] 334 SubAreas catched
[11:07:47] 11260 DofusMaps catched
[11:07:48] 9761 StatedElements catched
[11:07:48] 13349 InteractiveElements catched
[11:07:48] 1485 HouseInformations catched
[11:07:48] 556 InteractiveDoors catched
[11:07:48] 3614 MapPositions uncatched
[11:07:48] 14681 MapPositions catched
[11:07:48] 42 MapZaaps catched
[11:07:48] 79 MapSubways catched
[11:07:48] 15228 SpellLevels catched 
[11:07:48] 4772 Spells catched 
[11:07:48] 316 GuildEmblems catched 
[11:07:48] 1179 LearnableSpells catched 
[11:07:48] 9780 ItemTemplates catched 
[11:07:48] 4489 Weapons catched 
[11:07:49] 363 ItemSets catched 
[11:07:49] 171 ItemTypes catched 
[11:07:49] 110 ItemPets catched 
[11:07:49] 2476 NpcTemplates catched 
[11:07:49] 787 NpcSpawns catched 
[11:07:49] 94 NpcItems catched 
[11:07:49] 19801 NpcMessages catched 
[11:07:49] 7 NpcReplies catched 
[11:07:49] 353 Triggers catched
[11:07:49] 1277 Paddocks catched
[11:07:49] 72 Mounts catched
[11:07:49] 4 Guild catched
[11:07:49] 3 GuildMembers catched
[11:07:50] 120 Handlers Readed
[11:07:50] 164 Messages Readed
[11:07:51] WorldServer start in 12954 ms.
[11:11:58] MySQL Database Connected
[11:11:58] 16 Breeds catched
[11:11:58] 256 Heads catched
[11:11:58] 561 Effects catched
[11:11:58] 4 SuperAreas catched
[11:11:58] 48 Areas catched
[11:11:59] 334 SubAreas catched
[11:12:07] 11260 DofusMaps catched
[11:12:07] 9761 StatedElements catched
[11:12:07] 13349 InteractiveElements catched
[11:12:07] 1485 HouseInformations catched
[11:12:07] 556 InteractiveDoors catched
[11:12:07] 3614 MapPositions uncatched
[11:12:07] 14681 MapPositions catched
[11:12:07] 42 MapZaaps catched
[11:12:07] 79 MapSubways catched
[11:12:07] 15228 SpellLevels catched 
[11:12:07] 4772 Spells catched 
[11:12:07] 316 GuildEmblems catched 
[11:12:07] 1179 LearnableSpells catched 
[11:12:08] 9780 ItemTemplates catched 
[11:12:08] 4489 Weapons catched 
[11:12:08] 363 ItemSets catched 
[11:12:08] 171 ItemTypes catched 
[11:12:08] 110 ItemPets catched 
[11:12:08] 2476 NpcTemplates catched 
[11:12:08] 787 NpcSpawns catched 
[11:12:08] 94 NpcItems catched 
[11:12:08] 19801 NpcMessages catched 
[11:12:08] 7 NpcReplies catched 
[11:12:09] 353 Triggers catched
[11:12:09] 1277 Paddocks catched
[11:12:09] 72 Mounts catched
[11:12:09] 4 Guild catched
[11:12:09] 3 GuildMembers catched
[11:12:09] 120 Handlers Readed
[11:12:10] 164 Messages Readed
[11:12:10] WorldServer start in 12196 ms.
[11:14:07] MySQL Database Connected
[11:14:07] 16 Breeds catched
[11:14:07] 256 Heads catched
[11:14:07] 561 Effects catched
[11:14:07] 4 SuperAreas catched
[11:14:07] 48 Areas catched
[11:14:08] 334 SubAreas catched
[11:14:16] 11260 DofusMaps catched
[11:14:16] 9761 StatedElements catched
[11:14:16] 13349 InteractiveElements catched
[11:14:16] 1485 HouseInformations catched
[11:14:16] 556 InteractiveDoors catched
[11:14:16] 3614 MapPositions uncatched
[11:14:16] 14681 MapPositions catched
[11:14:16] 42 MapZaaps catched
[11:14:16] 79 MapSubways catched
[11:14:17] 15228 SpellLevels catched 
[11:14:17] 4772 Spells catched 
[11:14:17] 316 GuildEmblems catched 
[11:14:17] 1179 LearnableSpells catched 
[11:14:17] 9780 ItemTemplates catched 
[11:14:17] 4489 Weapons catched 
[11:14:17] 363 ItemSets catched 
[11:14:17] 171 ItemTypes catched 
[11:14:17] 110 ItemPets catched 
[11:14:18] 2476 NpcTemplates catched 
[11:14:18] 787 NpcSpawns catched 
[11:14:18] 94 NpcItems catched 
[11:14:18] 19801 NpcMessages catched 
[11:14:18] 7 NpcReplies catched 
[11:14:18] 353 Triggers catched
[11:14:18] 1277 Paddocks catched
[11:14:18] 72 Mounts catched
[11:14:18] 4 Guild catched
[11:14:18] 3 GuildMembers catched
[11:14:19] 120 Handlers Readed
[11:14:19] 164 Messages Readed
[11:14:19] WorldServer start in 12471 ms.
[11:15:28] MySQL Database Connected
[11:15:28] 16 Breeds catched
[11:15:28] 256 Heads catched
[11:15:28] 561 Effects catched
[11:15:28] 4 SuperAreas catched
[11:15:28] 48 Areas catched
[11:15:29] 334 SubAreas catched
[11:15:37] 11260 DofusMaps catched
[11:15:37] 9761 StatedElements catched
[11:15:37] 13349 InteractiveElements catched
[11:15:37] 1485 HouseInformations catched
[11:15:38] 556 InteractiveDoors catched
[11:15:38] 3614 MapPositions uncatched
[11:15:38] 14681 MapPositions catched
[11:15:38] 42 MapZaaps catched
[11:15:38] 79 MapSubways catched
[11:15:38] 15228 SpellLevels catched 
[11:15:38] 4772 Spells catched 
[11:15:38] 316 GuildEmblems catched 
[11:15:38] 1179 LearnableSpells catched 
[11:15:38] 9780 ItemTemplates catched 
[11:15:38] 4489 Weapons catched 
[11:15:38] 363 ItemSets catched 
[11:15:38] 171 ItemTypes catched 
[11:15:38] 110 ItemPets catched 
[11:15:39] 2476 NpcTemplates catched 
[11:15:39] 787 NpcSpawns catched 
[11:15:39] 94 NpcItems catched 
[11:15:39] 19801 NpcMessages catched 
[11:15:39] 7 NpcReplies catched 
[11:15:39] 353 Triggers catched
[11:15:39] 1277 Paddocks catched
[11:15:39] 72 Mounts catched
[11:15:39] 4 Guild catched
[11:15:39] 3 GuildMembers catched
[11:15:40] 120 Handlers Readed
[11:15:40] 164 Messages Readed
[11:15:40] WorldServer start in 12646 ms.
[11:21:56] MySQL Database Connected
[11:21:56] 16 Breeds catched
[11:21:56] 256 Heads catched
[11:21:56] 561 Effects catched
[11:21:56] 4 SuperAreas catched
[11:21:56] 48 Areas catched
[11:21:57] 334 SubAreas catched
[11:22:05] 11260 DofusMaps catched
[11:22:05] 9761 StatedElements catched
[11:22:05] 13349 InteractiveElements catched
[11:22:05] 1485 HouseInformations catched
[11:22:05] 556 InteractiveDoors catched
[11:22:05] 3614 MapPositions uncatched
[11:22:05] 14681 MapPositions catched
[11:22:05] 42 MapZaaps catched
[11:22:05] 79 MapSubways catched
[11:22:05] 15228 SpellLevels catched 
[11:22:06] 4772 Spells catched 
[11:22:06] 316 GuildEmblems catched 
[11:22:06] 1179 LearnableSpells catched 
[11:22:06] 9780 ItemTemplates catched 
[11:22:06] 4489 Weapons catched 
[11:22:06] 363 ItemSets catched 
[11:22:06] 171 ItemTypes catched 
[11:22:06] 110 ItemPets catched 
[11:22:07] 2476 NpcTemplates catched 
[11:22:07] 787 NpcSpawns catched 
[11:22:07] 94 NpcItems catched 
[11:22:07] 19801 NpcMessages catched 
[11:22:07] 7 NpcReplies catched 
[11:22:07] 353 Triggers catched
[11:22:07] 1277 Paddocks catched
[11:22:07] 72 Mounts catched
[11:22:07] 4 Guild catched
[11:22:07] 3 GuildMembers catched
[11:22:07] 120 Handlers Readed
[11:22:08] 164 Messages Readed
[11:22:08] WorldServer start in 12294 ms.
[11:23:29] MySQL Database Connected
[11:23:30] 16 Breeds catched
[11:23:30] 256 Heads catched
[11:23:30] 561 Effects catched
[11:23:30] 4 SuperAreas catched
[11:23:30] 48 Areas catched
[11:23:31] 334 SubAreas catched
[11:23:38] 11260 DofusMaps catched
[11:23:38] 9761 StatedElements catched
[11:23:39] 13349 InteractiveElements catched
[11:23:39] 1485 HouseInformations catched
[11:23:39] 556 InteractiveDoors catched
[11:23:39] 3614 MapPositions uncatched
[11:23:39] 14681 MapPositions catched
[11:23:39] 42 MapZaaps catched
[11:23:39] 79 MapSubways catched
[11:23:39] 15228 SpellLevels catched 
[11:23:39] 4772 Spells catched 
[11:23:39] 316 GuildEmblems catched 
[11:23:39] 1179 LearnableSpells catched 
[11:23:39] 9780 ItemTemplates catched 
[11:23:39] 4489 Weapons catched 
[11:23:39] 363 ItemSets catched 
[11:23:39] 171 ItemTypes catched 
[11:23:39] 110 ItemPets catched 
[11:23:40] 2476 NpcTemplates catched 
[11:23:40] 787 NpcSpawns catched 
[11:23:40] 94 NpcItems catched 
[11:23:40] 19801 NpcMessages catched 
[11:23:40] 7 NpcReplies catched 
[11:23:40] 353 Triggers catched
[11:23:40] 1277 Paddocks catched
[11:23:40] 72 Mounts catched
[11:23:40] 4 Guild catched
[11:23:40] 3 GuildMembers catched
[11:23:41] 120 Handlers Readed
[11:23:41] 164 Messages Readed
[11:23:41] WorldServer start in 12199 ms.
[11:25:27] MySQL Database Connected
[11:25:27] 16 Breeds catched
[11:25:27] 256 Heads catched
[11:25:27] 561 Effects catched
[11:25:27] 4 SuperAreas catched
[11:25:27] 48 Areas catched
[11:25:28] 334 SubAreas catched
[11:25:36] 11260 DofusMaps catched
[11:25:36] 9761 StatedElements catched
[11:25:36] 13349 InteractiveElements catched
[11:25:36] 1485 HouseInformations catched
[11:25:36] 556 InteractiveDoors catched
[11:25:36] 3614 MapPositions uncatched
[11:25:36] 14681 MapPositions catched
[11:25:36] 42 MapZaaps catched
[11:25:36] 79 MapSubways catched
[11:25:36] 15228 SpellLevels catched 
[11:25:36] 4772 Spells catched 
[11:25:36] 316 GuildEmblems catched 
[11:25:36] 1179 LearnableSpells catched 
[11:25:36] 9780 ItemTemplates catched 
[11:25:37] 4489 Weapons catched 
[11:25:37] 363 ItemSets catched 
[11:25:37] 171 ItemTypes catched 
[11:25:37] 110 ItemPets catched 
[11:25:37] 2476 NpcTemplates catched 
[11:25:37] 787 NpcSpawns catched 
[11:25:37] 94 NpcItems catched 
[11:25:37] 19801 NpcMessages catched 
[11:25:37] 7 NpcReplies catched 
[11:25:37] 353 Triggers catched
[11:25:38] 1277 Paddocks catched
[11:25:38] 72 Mounts catched
[11:25:38] 4 Guild catched
[11:25:38] 3 GuildMembers catched
[11:25:38] 120 Handlers Readed
[11:25:39] 164 Messages Readed
[11:25:39] WorldServer start in 12329 ms.
[11:26:20] MySQL Database Connected
[11:26:20] 16 Breeds catched
[11:26:20] 256 Heads catched
[11:26:20] 561 Effects catched
[11:26:21] 4 SuperAreas catched
[11:26:21] 48 Areas catched
[11:26:22] 334 SubAreas catched
[11:26:29] 11260 DofusMaps catched
[11:26:29] 9761 StatedElements catched
[11:26:30] 13349 InteractiveElements catched
[11:26:30] 1485 HouseInformations catched
[11:26:30] 556 InteractiveDoors catched
[11:26:30] 3614 MapPositions uncatched
[11:26:30] 14681 MapPositions catched
[11:26:30] 42 MapZaaps catched
[11:26:30] 79 MapSubways catched
[11:26:30] 15228 SpellLevels catched 
[11:26:30] 4772 Spells catched 
[11:26:30] 316 GuildEmblems catched 
[11:26:30] 1179 LearnableSpells catched 
[11:26:30] 9780 ItemTemplates catched 
[11:26:30] 4489 Weapons catched 
[11:26:30] 363 ItemSets catched 
[11:26:30] 171 ItemTypes catched 
[11:26:31] 110 ItemPets catched 
[11:26:31] 2476 NpcTemplates catched 
[11:26:31] 787 NpcSpawns catched 
[11:26:31] 94 NpcItems catched 
[11:26:31] 19801 NpcMessages catched 
[11:26:31] 7 NpcReplies catched 
[11:26:31] 353 Triggers catched
[11:26:31] 1277 Paddocks catched
[11:26:31] 72 Mounts catched
[11:26:31] 4 Guild catched
[11:26:31] 3 GuildMembers catched
[11:26:32] 120 Handlers Readed
[11:26:32] 164 Messages Readed
[11:26:32] WorldServer start in 12509 ms.
[11:27:49] MySQL Database Connected
[11:27:49] 16 Breeds catched
[11:27:49] 256 Heads catched
[11:27:49] 561 Effects catched
[11:27:49] 4 SuperAreas catched
[11:27:49] 48 Areas catched
[11:27:50] 334 SubAreas catched
[11:27:58] 11260 DofusMaps catched
[11:27:58] 9761 StatedElements catched
[11:27:58] 13349 InteractiveElements catched
[11:27:58] 1485 HouseInformations catched
[11:27:58] 556 InteractiveDoors catched
[11:27:58] 3614 MapPositions uncatched
[11:27:58] 14681 MapPositions catched
[11:27:58] 42 MapZaaps catched
[11:27:58] 79 MapSubways catched
[11:27:59] 15228 SpellLevels catched 
[11:27:59] 4772 Spells catched 
[11:27:59] 316 GuildEmblems catched 
[11:27:59] 1179 LearnableSpells catched 
[11:27:59] 9780 ItemTemplates catched 
[11:27:59] 4489 Weapons catched 
[11:27:59] 363 ItemSets catched 
[11:27:59] 171 ItemTypes catched 
[11:27:59] 110 ItemPets catched 
[11:28:00] 2476 NpcTemplates catched 
[11:28:00] 787 NpcSpawns catched 
[11:28:00] 94 NpcItems catched 
[11:28:00] 19801 NpcMessages catched 
[11:28:00] 7 NpcReplies catched 
[11:28:00] 353 Triggers catched
[11:28:00] 1277 Paddocks catched
[11:28:00] 72 Mounts catched
[11:28:00] 4 Guild catched
[11:28:00] 3 GuildMembers catched
[11:28:01] 120 Handlers Readed
[11:28:01] 164 Messages Readed
[11:28:01] WorldServer start in 12777 ms.
[11:29:04] MySQL Database Connected
[11:29:04] 16 Breeds catched
[11:29:04] 256 Heads catched
[11:29:04] 561 Effects catched
[11:29:05] 4 SuperAreas catched
[11:29:05] 48 Areas catched
[11:29:06] 334 SubAreas catched
[11:29:13] 11260 DofusMaps catched
[11:29:13] 9761 StatedElements catched
[11:29:13] 13349 InteractiveElements catched
[11:29:13] 1485 HouseInformations catched
[11:29:13] 556 InteractiveDoors catched
[11:29:13] 3614 MapPositions uncatched
[11:29:13] 14681 MapPositions catched
[11:29:13] 42 MapZaaps catched
[11:29:13] 79 MapSubways catched
[11:29:14] 15228 SpellLevels catched 
[11:29:14] 4772 Spells catched 
[11:29:14] 316 GuildEmblems catched 
[11:29:14] 1179 LearnableSpells catched 
[11:29:14] 9780 ItemTemplates catched 
[11:29:14] 4489 Weapons catched 
[11:29:14] 363 ItemSets catched 
[11:29:14] 171 ItemTypes catched 
[11:29:14] 110 ItemPets catched 
[11:29:15] 2476 NpcTemplates catched 
[11:29:15] 787 NpcSpawns catched 
[11:29:15] 94 NpcItems catched 
[11:29:15] 19801 NpcMessages catched 
[11:29:15] 7 NpcReplies catched 
[11:29:15] 353 Triggers catched
[11:29:15] 1277 Paddocks catched
[11:29:15] 72 Mounts catched
[11:29:15] 4 Guild catched
[11:29:15] 3 GuildMembers catched
[11:29:16] 120 Handlers Readed
[11:29:16] 164 Messages Readed
[11:29:16] WorldServer start in 12186 ms.
[11:51:30] MySQL Database Connected
[11:51:30] 16 Breeds catched
[11:51:30] 256 Heads catched
[11:51:30] 561 Effects catched
[11:51:30] 4 SuperAreas catched
[11:51:30] 48 Areas catched
[11:51:31] 334 SubAreas catched
[11:51:38] 11260 DofusMaps catched
[11:51:38] 9761 StatedElements catched
[11:51:38] 13349 InteractiveElements catched
[11:51:38] 1485 HouseInformations catched
[11:51:38] 556 InteractiveDoors catched
[11:51:39] 3614 MapPositions uncatched
[11:51:39] 14681 MapPositions catched
[11:51:39] 42 MapZaaps catched
[11:51:39] 79 MapSubways catched
[11:51:39] 15228 SpellLevels catched 
[11:51:39] 4772 Spells catched 
[11:51:39] 316 GuildEmblems catched 
[11:51:39] 1179 LearnableSpells catched 
[11:51:39] 9780 ItemTemplates catched 
[11:51:39] 4489 Weapons catched 
[11:51:39] 363 ItemSets catched 
[11:51:39] 171 ItemTypes catched 
[11:51:39] 110 ItemPets catched 
[11:51:40] 2476 NpcTemplates catched 
[11:51:40] 787 NpcSpawns catched 
[11:51:40] 94 NpcItems catched 
[11:51:40] 19801 NpcMessages catched 
[11:51:40] 7 NpcReplies catched 
[11:51:40] 353 Triggers catched
[11:51:40] 1277 Paddocks catched
[11:51:40] 72 Mounts catched
[11:51:40] 4 Guild catched
[11:51:40] 3 GuildMembers catched
[11:51:41] 120 Handlers Readed
[11:51:41] 164 Messages Readed
[11:51:41] WorldServer start in 12009 ms.
[11:53:10] MySQL Database Connected
[11:53:10] 16 Breeds catched
[11:53:10] 256 Heads catched
[11:53:10] 561 Effects catched
[11:53:10] 4 SuperAreas catched
[11:53:10] 48 Areas catched
[11:53:12] 334 SubAreas catched
[11:53:21] 11260 DofusMaps catched
[11:53:21] 9761 StatedElements catched
[11:53:22] 13349 InteractiveElements catched
[11:53:22] 1485 HouseInformations catched
[11:53:22] 556 InteractiveDoors catched
[11:53:22] 3614 MapPositions uncatched
[11:53:22] 14681 MapPositions catched
[11:53:22] 42 MapZaaps catched
[11:53:22] 79 MapSubways catched
[11:53:23] 15228 SpellLevels catched 
[11:53:23] 4772 Spells catched 
[11:53:23] 316 GuildEmblems catched 
[11:53:23] 1179 LearnableSpells catched 
[11:53:24] 9780 ItemTemplates catched 
[11:53:24] 4489 Weapons catched 
[11:53:24] 363 ItemSets catched 
[11:53:24] 171 ItemTypes catched 
[11:53:24] 110 ItemPets catched 
[11:53:25] 2476 NpcTemplates catched 
[11:53:25] 787 NpcSpawns catched 
[11:53:25] 94 NpcItems catched 
[11:53:25] 19801 NpcMessages catched 
[11:53:25] 7 NpcReplies catched 
[11:53:25] 353 Triggers catched
[11:53:26] 1277 Paddocks catched
[11:53:26] 72 Mounts catched
[11:53:26] 4 Guild catched
[11:53:26] 3 GuildMembers catched
[11:53:26] 120 Handlers Readed
[11:53:27] 164 Messages Readed
[11:53:27] WorldServer start in 17214 ms.
[12:05:34] MySQL Database Connected
[12:05:34] 16 Breeds catched
[12:05:34] 256 Heads catched
[12:05:34] 561 Effects catched
[12:05:34] 4 SuperAreas catched
[12:05:34] 48 Areas catched
[12:05:35] 334 SubAreas catched
[12:05:43] 11260 DofusMaps catched
[12:05:43] 9761 StatedElements catched
[12:05:43] 13349 InteractiveElements catched
[12:05:43] 1485 HouseInformations catched
[12:05:43] 556 InteractiveDoors catched
[12:05:43] 3614 MapPositions uncatched
[12:05:43] 14681 MapPositions catched
[12:05:43] 42 MapZaaps catched
[12:05:43] 79 MapSubways catched
[12:05:44] 15228 SpellLevels catched 
[12:05:44] 4772 Spells catched 
[12:05:44] 316 GuildEmblems catched 
[12:05:44] 1179 LearnableSpells catched 
[12:05:44] 9780 ItemTemplates catched 
[12:05:44] 4489 Weapons catched 
[12:05:44] 363 ItemSets catched 
[12:05:44] 171 ItemTypes catched 
[12:05:44] 110 ItemPets catched 
[12:05:45] 2476 NpcTemplates catched 
[12:05:45] 787 NpcSpawns catched 
[12:05:45] 94 NpcItems catched 
[12:05:45] 19801 NpcMessages catched 
[12:05:45] 7 NpcReplies catched 
[12:05:45] 353 Triggers catched
[12:05:45] 1277 Paddocks catched
[12:05:45] 72 Mounts catched
[12:05:45] 4 Guild catched
[12:05:45] 3 GuildMembers catched
[12:05:45] 120 Handlers Readed
[12:05:46] 164 Messages Readed
[12:05:46] WorldServer start in 12640 ms.
[12:09:36] MySQL Database Connected
[12:09:36] 16 Breeds catched
[12:09:36] 256 Heads catched
[12:09:36] 561 Effects catched
[12:09:37] 4 SuperAreas catched
[12:09:37] 48 Areas catched
[12:09:38] 334 SubAreas catched
[12:09:45] 11260 DofusMaps catched
[12:09:45] 9761 StatedElements catched
[12:09:45] 13349 InteractiveElements catched
[12:09:45] 1485 HouseInformations catched
[12:09:45] 556 InteractiveDoors catched
[12:09:45] 3614 MapPositions uncatched
[12:09:45] 14681 MapPositions catched
[12:09:45] 42 MapZaaps catched
[12:09:45] 79 MapSubways catched
[12:09:46] 15228 SpellLevels catched 
[12:09:46] 4772 Spells catched 
[12:09:46] 316 GuildEmblems catched 
[12:09:46] 1179 LearnableSpells catched 
[12:09:46] 9780 ItemTemplates catched 
[12:09:46] 4489 Weapons catched 
[12:09:46] 363 ItemSets catched 
[12:09:46] 171 ItemTypes catched 
[12:09:46] 110 ItemPets catched 
[12:09:47] 2476 NpcTemplates catched 
[12:09:47] 787 NpcSpawns catched 
[12:09:47] 94 NpcItems catched 
[12:09:47] 19801 NpcMessages catched 
[12:09:47] 7 NpcReplies catched 
[12:09:47] 353 Triggers catched
[12:09:47] 1277 Paddocks catched
[12:09:47] 72 Mounts catched
[12:09:47] 4 Guild catched
[12:09:47] 3 GuildMembers catched
[12:09:47] 120 Handlers Readed
[12:09:48] 164 Messages Readed
[12:09:48] WorldServer start in 12189 ms.
[12:11:37] MySQL Database Connected
[12:11:37] 16 Breeds catched
[12:11:37] 256 Heads catched
[12:11:37] 561 Effects catched
[12:11:37] 4 SuperAreas catched
[12:11:37] 48 Areas catched
[12:11:38] 334 SubAreas catched
[12:11:46] 11260 DofusMaps catched
[12:11:46] 9761 StatedElements catched
[12:11:46] 13349 InteractiveElements catched
[12:11:46] 1485 HouseInformations catched
[12:11:46] 556 InteractiveDoors catched
[12:11:47] 3614 MapPositions uncatched
[12:11:47] 14681 MapPositions catched
[12:11:47] 42 MapZaaps catched
[12:11:47] 79 MapSubways catched
[12:11:47] 15228 SpellLevels catched 
[12:11:47] 4772 Spells catched 
[12:11:47] 316 GuildEmblems catched 
[12:11:47] 1179 LearnableSpells catched 
[12:11:47] 9780 ItemTemplates catched 
[12:11:47] 4489 Weapons catched 
[12:11:47] 363 ItemSets catched 
[12:11:47] 171 ItemTypes catched 
[12:11:47] 110 ItemPets catched 
[12:11:48] 2476 NpcTemplates catched 
[12:11:48] 787 NpcSpawns catched 
[12:11:48] 94 NpcItems catched 
[12:11:48] 19801 NpcMessages catched 
[12:11:48] 7 NpcReplies catched 
[12:11:48] 353 Triggers catched
[12:11:48] 1277 Paddocks catched
[12:11:48] 72 Mounts catched
[12:11:48] 4 Guild catched
[12:11:48] 3 GuildMembers catched
[12:11:49] 120 Handlers Readed
[12:11:49] 164 Messages Readed
[12:11:49] WorldServer start in 12833 ms.
[12:13:28] MySQL Database Connected
[12:13:28] 16 Breeds catched
[12:13:28] 256 Heads catched
[12:13:28] 561 Effects catched
[12:13:29] 4 SuperAreas catched
[12:13:29] 48 Areas catched
[12:13:30] 334 SubAreas catched
[12:13:38] 11260 DofusMaps catched
[12:13:38] 9761 StatedElements catched
[12:13:38] 13349 InteractiveElements catched
[12:13:38] 1485 HouseInformations catched
[12:13:38] 556 InteractiveDoors catched
[12:13:38] 3614 MapPositions uncatched
[12:13:38] 14681 MapPositions catched
[12:13:38] 42 MapZaaps catched
[12:13:38] 79 MapSubways catched
[12:13:38] 15228 SpellLevels catched 
[12:13:38] 4772 Spells catched 
