[15:45:57] MySQL Database Connected
[19:52:42] 4 SuperAreas catched
[19:52:42] 48 Areas catched
[19:52:43] 334 SubAreas catched
[19:52:50] 11260 DofusMaps catched
[19:52:50] 9761 StatedElements catched
[19:52:51] 13349 InteractiveElements catched
[19:52:51] 1485 HouseInformations catched
[19:52:51] 556 InteractiveDoors catched
[19:52:51] 3614 MapPositions uncatched
[19:52:51] 14681 MapPositions catched
[19:52:51] 42 MapZaaps catched
[19:52:51] 79 MapSubways catched
[19:52:51] 15228 SpellLevels catched 
[19:52:51] 4772 Spells catched 
[19:52:51] 316 GuildEmblems catched 
[19:52:51] 1179 LearnableSpells catched 
[19:52:51] 9780 ItemTemplates catched 
[19:52:51] 4489 Weapons catched 
[19:52:52] 363 ItemSets catched 
[19:52:52] 171 ItemTypes catched 
[19:52:52] 110 ItemPets catched 
[19:52:52] 2476 NpcTemplates catched 
[19:52:52] 787 NpcSpawns catched 
[19:52:52] 94 NpcItems catched 
[19:52:52] 19801 NpcMessages catched 
[19:52:52] 7 NpcReplies catched 
[19:52:52] 353 Triggers catched
[19:52:52] 1277 Paddocks catched
[19:52:52] 72 Mounts catched
[19:52:52] 4 Guild catched
[19:52:53] 3 GuildMembers catched
[19:52:53] 122 Handlers Readed
[19:52:54] 166 Messages Readed
[19:52:54] WorldServer start in 12784 ms.
[20:21:25] MySQL Database Connected
[20:21:25] 16 Breeds catched
[20:21:25] 256 Heads catched
[20:21:25] 561 Effects catched
[20:21:26] 4 SuperAreas catched
[20:21:26] 48 Areas catched
[20:21:27] 334 SubAreas catched
[20:21:35] 11260 DofusMaps catched
[20:21:35] 9761 StatedElements catched
[20:21:35] 13349 InteractiveElements catched
[20:21:35] 1485 HouseInformations catched
[20:21:35] 556 InteractiveDoors catched
[20:21:35] 3614 MapPositions uncatched
[20:21:35] 14681 MapPositions catched
[20:21:35] 42 MapZaaps catched
[20:21:35] 79 MapSubways catched
[20:21:35] 15228 SpellLevels catched 
[20:21:35] 4772 Spells catched 
[20:21:35] 316 GuildEmblems catched 
[20:21:35] 1179 LearnableSpells catched 
[20:21:36] 9780 ItemTemplates catched 
[20:21:36] 4489 Weapons catched 
[20:21:36] 363 ItemSets catched 
[20:21:36] 171 ItemTypes catched 
[20:21:36] 110 ItemPets catched 
[20:21:36] 2476 NpcTemplates catched 
[20:21:36] 787 NpcSpawns catched 
[20:21:36] 94 NpcItems catched 
[20:21:36] 19801 NpcMessages catched 
[20:21:36] 7 NpcReplies catched 
[20:21:37] 353 Triggers catched
[20:21:37] 1277 Paddocks catched
[20:21:37] 72 Mounts catched
[20:21:37] 4 Guild catched
[20:21:37] 3 GuildMembers catched
[20:21:37] 122 Handlers Readed
[20:21:38] 166 Messages Readed
[20:21:38] WorldServer start in 12983 ms.
