[16:50:26] MySQL Database Connected
[22:09:33] 13349 InteractiveElements catched
[22:09:33] 1485 HouseInformations catched
[22:09:33] 556 InteractiveDoors catched
[22:09:33] 3614 MapPositions uncatched
[22:09:33] 14681 MapPositions catched
[22:09:33] 42 MapZaaps catched
[22:09:33] 79 MapSubways catched
[22:09:34] 15228 SpellLevels catched 
[22:09:34] 4772 Spells catched 
[22:09:34] 316 GuildEmblems catched 
[22:09:34] 1179 LearnableSpells catched 
[22:09:34] 9780 ItemTemplates catched 
[22:09:34] 4489 Weapons catched 
[22:09:34] 363 ItemSets catched 
[22:09:34] 171 ItemTypes catched 
[22:09:34] 110 ItemPets catched 
[22:09:35] 2476 NpcTemplates catched 
[22:09:35] 787 NpcSpawns catched 
[22:09:35] 94 NpcItems catched 
[22:09:35] 19801 NpcMessages catched 
[22:09:35] 7 NpcReplies catched 
[22:09:35] 353 Triggers catched
[22:09:35] 1277 Paddocks catched
[22:09:35] 72 Mounts catched
[22:09:35] 4 Guild catched
[22:09:35] 3 GuildMembers catched
[22:09:36] 105 Handlers Readed
[22:09:36] 160 Messages Readed
[22:09:36] WorldServer start in 12653 ms.
[22:10:12] Packet not handled 5731
[22:10:16] Packet not handled 5731
[22:10:24] Packet not handled 5731
[23:17:47] MySQL Database Connected
[23:17:47] 16 Breeds catched
[23:17:47] 256 Heads catched
[23:17:47] 561 Effects catched
[23:17:47] 4 SuperAreas catched
[23:17:47] 48 Areas catched
[23:17:48] 334 SubAreas catched
[23:17:56] 11260 DofusMaps catched
[23:17:56] 9761 StatedElements catched
[23:17:56] 13349 InteractiveElements catched
[23:17:56] 1485 HouseInformations catched
[23:17:56] 556 InteractiveDoors catched
[23:17:56] 3614 MapPositions uncatched
[23:17:56] 14681 MapPositions catched
[23:17:56] 42 MapZaaps catched
[23:17:56] 79 MapSubways catched
[23:17:57] 15228 SpellLevels catched 
[23:17:57] 4772 Spells catched 
[23:17:57] 316 GuildEmblems catched 
[23:17:57] 1179 LearnableSpells catched 
[23:17:57] 9780 ItemTemplates catched 
[23:17:57] 4489 Weapons catched 
[23:17:57] 363 ItemSets catched 
[23:17:57] 171 ItemTypes catched 
[23:17:57] 110 ItemPets catched 
[23:17:58] 2476 NpcTemplates catched 
[23:17:58] 787 NpcSpawns catched 
[23:17:58] 94 NpcItems catched 
[23:17:58] 19801 NpcMessages catched 
[23:17:58] 7 NpcReplies catched 
[23:17:58] 353 Triggers catched
[23:17:58] 1277 Paddocks catched
[23:17:58] 72 Mounts catched
[23:17:58] 4 Guild catched
[23:17:58] 3 GuildMembers catched
[23:17:59] 113 Handlers Readed
[23:17:59] 160 Messages Readed
[23:17:59] WorldServer start in 12552 ms.
[23:19:26] MySQL Database Connected
[23:19:26] 16 Breeds catched
[23:19:26] 256 Heads catched
[23:19:26] 561 Effects catched
[23:19:27] 4 SuperAreas catched
[23:19:27] 48 Areas catched
[23:19:28] 334 SubAreas catched
[23:19:36] 11260 DofusMaps catched
[23:19:36] 9761 StatedElements catched
[23:19:36] 13349 InteractiveElements catched
[23:19:36] 1485 HouseInformations catched
[23:19:36] 556 InteractiveDoors catched
[23:19:36] 3614 MapPositions uncatched
[23:19:36] 14681 MapPositions catched
[23:19:36] 42 MapZaaps catched
[23:19:36] 79 MapSubways catched
[23:19:36] 15228 SpellLevels catched 
[23:19:36] 4772 Spells catched 
[23:19:36] 316 GuildEmblems catched 
[23:19:36] 1179 LearnableSpells catched 
[23:19:37] 9780 ItemTemplates catched 
[23:19:37] 4489 Weapons catched 
[23:19:37] 363 ItemSets catched 
[23:19:37] 171 ItemTypes catched 
[23:19:37] 110 ItemPets catched 
[23:19:37] 2476 NpcTemplates catched 
[23:19:37] 787 NpcSpawns catched 
[23:19:37] 94 NpcItems catched 
[23:19:37] 19801 NpcMessages catched 
[23:19:37] 7 NpcReplies catched 
[23:19:38] 353 Triggers catched
[23:19:38] 1277 Paddocks catched
[23:19:38] 72 Mounts catched
[23:19:38] 4 Guild catched
[23:19:38] 3 GuildMembers catched
[23:19:38] 113 Handlers Readed
[23:19:39] 160 Messages Readed
[23:19:39] WorldServer start in 13370 ms.
[23:28:54] MySQL Database Connected
[23:28:54] 16 Breeds catched
[23:28:54] 256 Heads catched
[23:28:54] 561 Effects catched
[23:28:54] 4 SuperAreas catched
[23:28:54] 48 Areas catched
[23:28:55] 334 SubAreas catched
[23:29:03] 11260 DofusMaps catched
[23:29:03] 9761 StatedElements catched
[23:29:03] 13349 InteractiveElements catched
[23:29:03] 1485 HouseInformations catched
[23:29:03] 556 InteractiveDoors catched
[23:29:03] 3614 MapPositions uncatched
[23:29:03] 14681 MapPositions catched
[23:29:03] 42 MapZaaps catched
[23:29:03] 79 MapSubways catched
[23:29:03] 15228 SpellLevels catched 
[23:29:03] 4772 Spells catched 
[23:29:03] 316 GuildEmblems catched 
[23:29:03] 1179 LearnableSpells catched 
[23:29:03] 9780 ItemTemplates catched 
[23:29:04] 4489 Weapons catched 
[23:29:04] 363 ItemSets catched 
[23:29:04] 171 ItemTypes catched 
[23:29:04] 110 ItemPets catched 
[23:29:04] 2476 NpcTemplates catched 
[23:29:04] 787 NpcSpawns catched 
[23:29:04] 94 NpcItems catched 
[23:29:04] 19801 NpcMessages catched 
[23:29:04] 7 NpcReplies catched 
[23:29:04] 353 Triggers catched
[23:29:05] 1277 Paddocks catched
[23:29:05] 72 Mounts catched
[23:29:05] 4 Guild catched
[23:29:05] 3 GuildMembers catched
[23:29:05] 113 Handlers Readed
[23:29:06] 160 Messages Readed
[23:29:06] WorldServer start in 12134 ms.
